Data,Precipitacao,Pressao_atmosferica,Pressao_atmosferica_max,Pressao_atmosferica_min,Radiacao,Temperatura_do_ar,Temperatura_de_orvalho,Temperatura_max,Temperatura_min,Temperatura_de_orvalho_max,Temperatura_de_orvalho_min,Umidade_rel_max,Umidade_rel_min,Umidade_rel,Vento_direcao,Vento_rajada_max,Vento_velocidade
2007-04-13,0.0,1014.175,1014.2875,1013.8375,708.46,,,28.5,27.4875,21.85,20.7,71.125,64.75,69.875,198.625,5.75,1.775
2007-04-14,0.125,1014.6708333333332,1014.9375,1014.3583333333332,824.875,,,25.920833333333334,24.454166666666666,22.270833333333332,21.008333333333333,85.70833333333333,77.95833333333333,81.79166666666667,161.70833333333334,3.3208333333333333,1.1500000000000001
2007-04-15,0.0,1014.8125,1015.1208333333334,1014.525,1305.7,,,25.825,24.579166666666666,20.845833333333335,19.654166666666665,79.54166666666667,72.875,75.875,168.08333333333334,3.3375,1.2
2007-04-16,0.0,1013.5333333333333,1013.8083333333334,1013.2916666666666,965.1666666666666,,,26.2625,24.912499999999998,21.483333333333334,20.5125,80.45833333333333,73.41666666666667,77.41666666666667,165.66666666666666,3.1791666666666667,1.0208333333333333
2007-04-17,0.3416666666666666,1012.7375000000001,1012.9791666666666,1012.5124999999999,1023.4583333333334,25.740000000000002,20.706666666666667,25.433333333333334,24.270833333333332,21.641666666666666,20.504166666666666,84.29166666666667,76.75,80.41666666666667,208.54166666666666,3.5500000000000003,1.3208333333333335
2007-04-18,0.0,1013.1875,1013.3083333333334,1013.0208333333334,483.47499999999997,25.05,20.5125,25.433333333333334,24.599999999999998,20.883333333333333,20.25,79.75,75.75,77.41666666666667,205.75,3.2375000000000003,1.2791666666666666
2007-04-19,0.0,1014.8791666666666,1014.9375,1014.8083333333334,336.09999999999997,25.433333333333334,21.116666666666667,25.683333333333334,25.212500000000002,21.366666666666664,20.8875,79.54166666666667,77.04166666666667,78.375,189.79166666666666,3.0083333333333333,1.4208333333333334
2007-04-20,0.0,1015.0041666666666,1015.0791666666668,1014.9708333333333,362.43333333333334,26.366666666666664,20.720833333333335,26.583333333333332,26.1375,20.9875,20.566666666666666,73.625,71.16666666666667,72.20833333333333,96.54166666666667,3.358333333333333,1.5083333333333335
2007-04-21,0.0,1013.0500000000001,1013.1083333333332,1013.0,256.71666666666664,25.8125,21.120833333333334,26.087500000000002,25.65416666666667,21.370833333333334,20.895833333333332,77.66666666666667,74.91666666666667,76.54166666666667,198.875,2.0541666666666667,0.8250000000000001
2007-04-22,0.0,1012.3333333333334,1012.4166666666666,1012.2666666666668,264.09090909090907,25.962500000000002,22.316666666666666,26.116666666666664,25.71666666666667,22.45,22.041666666666668,82.04166666666667,79.625,81.0,221.45833333333334,2.6958333333333333,1.3458333333333334
2007-04-23,0.0,1012.0833333333334,1012.1458333333334,1012.0208333333334,281.4923076923077,26.308333333333334,21.7375,26.583333333333332,26.116666666666664,22.05,21.566666666666666,79.0,76.54166666666667,77.5,157.08333333333334,2.029166666666667,0.7666666666666666
2007-04-24,0.0,1010.2375000000001,1010.3375,1010.1875,378.1583333333333,26.991666666666664,20.791666666666668,27.233333333333334,26.712500000000002,21.079166666666666,20.495833333333334,73.75,70.91666666666667,72.375,148.54166666666666,2.629166666666667,1.1041666666666667
2007-04-25,0.0,1007.9291666666667,1008.0041666666666,1007.8874999999999,421.0181818181818,28.333333333333332,20.645833333333332,28.504166666666666,28.025000000000002,20.9875,20.329166666666666,69.125,66.125,67.33333333333333,196.08333333333334,2.9958333333333336,1.2833333333333334
2007-04-26,0.0,1005.6041666666666,1005.6999999999999,1005.5041666666666,423.39,28.795833333333334,20.608333333333334,29.079166666666666,28.441666666666666,20.954166666666666,20.3125,67.04166666666667,63.666666666666664,65.125,224.70833333333334,3.1208333333333336,1.3416666666666668
